Amp_min,Amp_max,Amp_var,Amp_skew,Amp_rango,Amp_Kurtosis,Amp_entropy,Phase_min,Phase_var,Phase_skew,Phase_entropy,RMS_max,RMS_skew,RMS_rango,RMS_Kurtosis,RMS_entropy,SP_min,SP_max,SP_var,SP_skew,SP_rango,SP_Kurtosis,SP_entropy,SP_stError,FFT_min,FFT_max,FFT_avg,FFT_median,FFT_var,FFT_skew,FFT_rango,FFT_Kurtosis,FFT_entropy,FFT_stError,Pd_max,Pd_avg,Pd_var,Pd_skew,Pd_rango,Pd_Kurtosis,Pd_entropy,Duration_Avg,SumNoPktsSent,numPktSent_avg,NoBytesSnt_avg,minPktSize_min,maxPktSize_max,avgPktSz_avg,pktps_avg,bytps_avg,maxIAT_max,avgIAT_avg,Class
0.004100037,1.236146,0.003874131,17.12624,1.236146,294.9232,0.068134288,0.2660171,4.074669,-0.2090859,5.190790827,0.8740874,17.12624,0.8740874,294.9233,0.068134289,0.003890823,1.528058,0.004479498,17.28425,1.528058,302.1266,0.052482802,6.22E-06,0.000311226,15421.38,0.008306669,95.74453,449973.3,17696.13,15421.38,2.37E+08,4.091734144,0.06237712,0.3248201,1.08E-13,5.88E-06,18.5409,0.3248201,747.919,1.072347725,111.032707,112,112,5684,50,51,50.75,1.008712,51.19212,3.00171,0.9913631,anomalous
0.005669542,1.330585,0.003881929,17.05924,1.330585,292.9453,0.866068685,-0.01476975,3.308644,0.02742401,4.919049072,0.9408657,17.05924,0.9408657,292.9454,0.866068671,0.003913881,1.770457,0.004493481,17.24294,1.770457,300.6037,0.05194738,6.22E-06,0.000702598,16521.46,0.01031088,99.37884,454853,5906.321,16521.45,1.82E+07,4.022004992,0.06256185,0.3734016,1.17E-14,5.51E-06,18.95892,0.3734016,874.4822,1.004320891,111.092952,115,115,5801,17,51,50.44348,1.035169,52.21754,2.985271,0.9660257,anomalous
0.00203601,0.411078,0.00067546,13.87106,0.411078,193.6298,0.07211625,0.07653936,3.3913,0.05209642,3.847585631,0.2906761,13.87105,0.2906761,193.6298,0.072116243,0.002015756,0.4914633,0.000789299,13.93134,0.4914633,195.9654,0.076462615,2.62E-06,6.82E-05,6354.091,0.002125805,37.96697,78497.84,681.5222,6354.093,1.75E+07,4.202236125,0.02606882,0.05696567,9.79E-15,1.55E-07,19.10186,0.05696567,951.4745,1.09673329,124.608588,107,107,5454,50,52,50.97196,0.8586888,43.76905,1.662738,1.164566,normal
0.004085165,1.194049,0.003112026,14.84021,1.194049,231.1718,0.073647399,0.08301866,3.341682,0.04641389,3.866386039,0.8443201,14.84024,0.8443201,231.1718,0.073647393,0.000611005,0.561033,9.56E-05,20.28002,0.561033,524.3491,0.069871237,9.13E-07,0.000215785,10683.16,0.00503434,112.6174,361355.8,26491.83,10683.16,6.88E+08,4.581994157,0.05593544,0.03240883,7.29E-15,9.24E-08,12.46113,0.03240883,328.0863,1.474729165,112.902086,113,113,5710,49,51,50.53098,1.000867,50.5748,1.433289,0.9991333,anomalous
0.005680484,1.339657,0.003812124,17.23634,1.339657,298.9039,0.912190036,-0.4927862,2.429039,0.5564659,3.45949627,0.9472806,17.23634,0.9472806,298.9039,0.912190036,0.003844543,1.794681,0.004421767,17.41112,1.794681,306.4932,0.051064483,6.19E-06,0.001039413,89774.27,0.006366994,8.41424,443211.2,10843.81,89774.27,1.16E+08,2.040260214,0.06200362,11.12621,7.71E-14,6.18E-06,683.1055,11.12621,2992638,0.018565669,0,2,1,1,1,1,1,0,0,0,0,anomalous
0.001890919,0.4825617,0.00060979,14.97927,0.4825617,234.9459,0.074627117,0.4466637,3.052239,-0.3220681,4.633973021,0.3412227,14.9793,0.3412227,234.946,0.074627122,0.005703475,1.521115,0.006377299,14.02638,1.521115,199.094,0.075283251,7.44E-06,0.000129473,4903.604,0.002552429,2.283737,68113.95,104.9352,4903.602,76594.38,4.511127531,0.02476614,0.2671165,2.78E-13,8.00E-06,12.64436,0.2671165,349.698,1.57222408,108.940947,110,110,5535,49,51,50.31818,1.009721,50.80734,1.070109,0.9903724,anomalous
0.002114962,0.4274575,0.000731017,13.87023,0.4274575,193.6162,0.072326436,0.07085183,2.651831,0.07686865,3.86208163,0.3022581,13.8702,0.3022581,193.6162,0.072326426,0.002194013,0.5629052,0.000932833,13.91238,0.5629052,195.3918,0.076060656,2.87E-06,0.000220072,6031.588,0.0005879,79.59364,84927.86,11674.72,6031.589,4.72E+07,4.323311967,0.02711959,0.05029109,2.16E-15,1.78E-07,17.22622,0.05029109,688.1329,1.2349445,112.014016,112,112,5716,50,52,51.03571,0.9998749,51.02933,2.002,1.000125,normal
0.001465634,0.4457177,0.000482463,17.15531,0.4457177,296.6771,0.070891985,0.1002163,3.388076,0.02658363,3.920745979,0.31517,17.15531,0.31517,296.677,0.070891983,0.000484606,0.1986643,6.99E-05,17.50085,0.1986643,312.4393,0.055050402,7.76E-07,0.000136484,5395.849,0.0011582,27.27895,56320.79,1964.812,5395.849,2.17E+07,4.185395179,0.02201409,0.03961343,1.97E-15,7.98E-08,17.88899,0.03961343,759.5018,1.11060003,111.061375,114,114,5784,50,51,50.73684,1.026459,52.07931,2.974193,0.9742226,anomalous
0.003388407,0.7073203,0.002005137,13.85662,0.7073203,193.2307,0.072295617,0.07539259,3.354159,0.05424235,3.844348942,0.500151,13.85666,0.500151,193.2307,0.072295598,0.005483902,1.360045,0.005837569,13.90881,1.360045,195.1407,0.074453556,7.11E-06,0.000185647,10799.69,0.005379502,47.78899,232436.3,22218.46,10799.7,2.99E+08,4.22118492,0.04490608,0.161255,3.83E-15,1.33E-06,16.95475,0.161255,685.2178,1.130158885,112.018779,113,113,5766,50,52,51.02655,1.008759,51.47351,1.004476,0.9913166,normal
0.002577807,1.038557,0.001211528,15.20724,1.038557,244.124,0.071196554,0.09551574,3.37461,0.03325033,3.891292346,0.7343709,15.20723,0.7343709,244.124,0.071196554,0.001218189,1.078601,0.000363495,18.51647,1.078601,395.6193,0.07002477,1.79E-06,0.000193024,6599.592,0.000923529,43.13736,137908.1,2.77E+07,6599.592,4.96E+08,4.586472218,0.03490292,0.058205,1.02E-14,3.68E-07,12.56327,0.058205,333.3278,1.555419491,110.130587,112,112,5647,49,51,50.41964,1.016975,51.27549,1.668112,0.9833089,anomalous
0.002249679,0.4567099,0.000845577,13.9271,0.4567099,195.187,0.072173342,0.09708505,3.366032,0.032302,3.889704558,0.3229426,13.9271,0.3229426,195.1869,0.072173339,0.0025625,0.6436827,0.001282557,13.96277,0.6436827,196.7787,0.075521476,3.42E-06,4.32E-05,7153.702,0.002537909,6.681013,97214.66,7066.61,7153.704,2.95E+07,4.188678423,0.0291662,0.07104663,1.37E-15,2.35E-07,17.04807,0.07104663,735.1429,1.100391542,110.015056,111,111,5662,50,52,51.00901,1.008953,51.46568,1.005153,0.9911264,normal
0.005551471,1.242145,0.005659396,13.92504,1.242145,195.1958,0.071615542,0.09608314,3.358173,0.03517839,3.867884778,0.8783295,13.92512,0.8783295,195.1958,0.071615543,0.002101519,0.7546252,0.001034728,16.97589,0.7546252,305.5171,0.076692281,3.00E-06,9.65E-05,14389.1,0.01272419,196.8935,655951.4,9782.965,14389.1,6.76E+07,4.535043396,0.07543512,0.0871878,8.46E-15,1.16E-06,13.57731,0.0871878,389.2026,1.657823452,112.068012,114,114,5737,49,51,50.32456,1.017239,51.19213,1.937991,0.9830528,anomalous
0.005456252,1.303449,0.005548208,14.03783,1.303449,198.3803,0.070065468,0.08598629,3.350447,0.04526551,3.847183992,0.9216774,14.03786,0.9216774,198.3803,0.070065481,0.003486864,1.326537,0.002848916,17.35555,1.326537,325.9756,0.07579415,4.97E-06,0.000125801,16127.09,0.01135189,62.563,643142.8,7446953,16127.09,2.80E+07,4.371485902,0.07468586,0.2391397,3.55E-14,2.99E-06,12.72254,0.2391397,371.8817,1.28598496,111.671336,113,113,5698,49,51,50.42478,1.011898,51.02473,1.668508,0.9882419,anomalous
0.002251707,0.4587893,0.000845646,13.91466,0.4587893,194.8331,0.072153721,0.08046536,3.380257,0.04828589,3.855592986,0.3244131,13.91467,0.3244131,194.8331,0.072153724,0.002556052,0.6372869,0.001276158,13.96699,0.6372869,196.9296,0.075753341,3.41E-06,0.000195417,6048.678,0.000536321,75.38467,89000.93,15598.26,6048.678,3.61E+07,4.348592759,0.02916759,0.05571166,3.80E-15,2.35E-07,16.35603,0.05571166,616.9915,1.263744097,101.014127,102,102,5194,50,52,50.92157,1.00976,51.41855,1.005,0.9903346,normal
0.001173675,0.3188056,0.000207575,14.975,0.3188056,237.1106,0.072207365,0.4200127,3.239629,-0.2936331,4.554647657,0.2254296,14.975,0.2254296,237.1106,0.072207363,0.005594689,1.449743,0.006161438,14.04142,1.449743,199.3261,0.074921773,7.31E-06,0.000222172,2648.532,0.001435837,37.50234,24163.35,1116.756,2648.532,2.03E+07,4.643431722,0.01445526,0.3312683,2.04E-13,8.15E-06,14.30926,0.3312683,487.3579,1.387172612,111.260021,113,113,5688,18,51,50.33628,1.015639,51.12349,1.254801,0.984602,anomalous
0.002117935,0.4236385,0.000731771,13.86888,0.4236385,193.5799,0.072410221,-0.2826386,3.267437,0.415145,3.092355153,0.2995577,13.86885,0.2995577,193.5799,0.072410225,0.002186485,0.5496064,0.00093104,13.94952,0.5496064,196.4744,0.076085387,2.93E-06,4.32E-05,5796.798,0.00144579,58.9307,84998.33,16945.97,5796.799,1.80E+08,4.374802479,0.02713373,0.0462609,1.71E-14,1.77E-07,16.5977,0.0462609,619.5025,1.292348381,112.014662,112,112,5715,50,52,51.02679,0.9998691,51.02011,1.998691,1.000131,normal
0.001856803,0.7480357,0.00058822,15.05071,0.7480357,237.7753,0.070960154,0.4361902,2.991553,-0.3114969,4.623346882,0.5289411,15.05076,0.5289411,237.7754,0.070960158,0.005684408,1.446456,0.006353702,14.03857,1.446456,199.3161,0.075399896,7.42E-06,6.82E-05,5445.27,0.00201528,64.00164,66553.84,5799.179,5445.271,1.84E+09,4.357326602,0.02432398,0.3509038,2.42E-14,7.94E-06,13.37117,0.3509038,447.0327,1.364983151,111.965621,113,113,5686,49,51,50.31858,1.009238,50.78344,1.025855,0.9908463,anomalous
0.003792818,0.7969898,0.002547471,13.87565,0.7969898,193.7629,0.072226515,0.08655201,3.355204,0.04302002,3.868509371,0.5635568,13.87561,0.5635568,193.7629,0.072226523,0.005788487,1.523032,0.006569488,14.03705,1.523032,199.5572,0.075983677,7.59E-06,9.16E-05,13718.88,0.00253964,4.631731,277293.2,4106.245,13718.88,4262029,4.022782081,0.05061366,0.2764482,6.17E-17,2.25E-06,20.52368,0.2764482,1225.251,0.937179464,105.011848,107,107,5420,18,52,50.65421,1.018933,51.61322,1.004978,0.9814192,normal
0.005460065,1.1648,0.005410366,13.84965,1.1648,192.9717,0.070713818,0.07900815,3.352484,0.04944844,3.866750783,0.8236378,13.84966,0.8236378,192.9717,0.070713807,0.000850231,0.208906,0.000141597,13.99254,0.208906,197.7054,0.076003775,1.15E-06,6.82E-05,15645.03,0.006914134,217.5552,626979.1,15600.71,15645.03,3.42E+08,4.363147545,0.07375758,0.3363759,9.30E-16,9.55E-06,16.10179,0.3363759,575.4204,1.306454631,112.014459,112,112,5715,50,52,51.02679,0.999871,51.0202,2.002545,1.000129,normal
0.003501157,0.7474844,0.002157641,13.90909,0.7474844,194.6793,0.071729634,0.3451563,3.860337,-0.2184716,4.349923012,0.5285513,13.90909,0.5285513,194.6793,0.07172963,0.00555625,1.416034,0.006015328,13.94976,1.416034,196.4505,0.074911241,7.24E-06,0.000289529,11466.28,0.00362247,12.11707,247372.8,7009.011,11466.28,7.17E+07,4.181722108,0.04658281,0.1906318,3.93E-15,1.58E-06,19.33412,0.1906318,993.3104,1.06808513,110.015409,111,111,5662,50,52,51.00901,1.00895,51.46552,1.004584,0.9911297,normal
0.002162671,0.6284069,0.000810541,14.97509,0.6284069,237.9648,0.072736925,0.08030535,3.374169,0.04833346,3.859533948,0.4443507,14.97508,0.4443507,237.9648,0.072736919,0.000815187,0.3948952,0.000158683,18.87141,0.3948952,412.744,0.073746587,1.19E-06,0.000155618,5937.947,0.001502744,85.49821,90678.16,3335.139,5937.947,1.89E+09,4.448161767,0.02855187,0.04913865,2.73E-15,1.66E-07,14.0023,0.04913865,492.5531,1.379688406,111.260869,112,112,5670,49,51,50.625,1.006643,50.96131,1.25511,0.9934006,anomalous
0.003385552,0.7037303,0.002002172,13.85896,0.7037303,193.2981,0.072323227,0.07529572,3.352982,0.05424653,3.844698168,0.4976125,13.859,0.4976125,193.2982,0.072323232,0.005518446,1.311222,0.005845509,13.83109,1.311222,192.9674,0.07559206,7.13E-06,0.000289531,10105.93,0.003404617,2.786418,232161.9,15555.83,10105.93,3.10E+08,4.304490628,0.04487289,0.1412056,3.09E-14,1.35E-06,17.60723,0.1412056,732.2314,1.214640297,112.013595,113,113,5766,50,52,51.02655,1.008806,51.47589,1.005258,0.9912707,normal
0.005630593,1.214738,0.005786153,13.88092,1.214738,194.0546,0.072724384,0.09615438,3.380326,0.03402758,3.873576013,0.8589494,13.88094,0.8589494,194.0546,0.07272439,0.000735825,0.1840746,0.000105313,13.94069,0.1840746,196.2126,0.076140714,9.55E-07,0.00018565,19607.27,0.0127354,172.296,665337,7381.023,19607.28,3.05E+11,4.084168086,0.0762738,0.5354946,3.54E-13,1.15E-05,19.97132,0.5354946,1093.585,1.035148432,111.015783,112,112,5714,50,52,51.01786,1.008866,51.47016,1.005439,0.9912123,normal
0.005492878,1.258867,0.005588548,13.99148,1.258867,197.0766,0.070611214,0.08652651,3.395668,0.041685,3.871434088,0.8901535,13.99152,0.8901535,197.0766,0.070611217,0.001996618,0.7171404,0.00092753,16.90091,0.7171404,303.5844,0.07674437,2.83E-06,0.000129518,14428.67,0.01058591,238.5358,648333.4,6584862,14428.67,1.05E+08,4.524227084,0.07495736,0.09279844,3.22E-14,1.05E-06,13.7778,0.09279844,407.6895,1.569340481,111.799723,113,113,5698,49,51,50.42478,1.010736,50.96614,1.668522,0.9893782,anomalous
0.005524335,1.176478,0.005544968,13.85638,1.176478,193.1977,0.071146051,0.3896881,2.889915,-0.2612087,4.535136571,0.8318955,13.8564,0.8318955,193.1977,0.07114604,0.000798171,0.2016428,0.000124151,13.95856,0.2016428,196.7847,0.076229632,1.04E-06,0.000306715,18329,0.008997528,11.66096,642793.2,7820.865,18329,2.68E+07,4.168131531,0.07466954,0.458176,1.98E-13,1.01E-05,17.67006,0.458176,797.9622,1.111956518,112.012499,113,113,5766,50,52,51.02655,1.008816,51.4764,1.004815,0.9912611,normal
0.001792922,0.4833665,0.000538841,14.98494,0.4833665,236.4055,0.073567946,-0.1056248,2.708299,0.2601455,3.440428263,0.3417917,14.98495,0.3417917,236.4055,0.073567939,0.001908742,1.396321,0.000887735,18.14844,1.396321,365.1137,0.071315189,2.78E-06,0.000177935,4703.227,0.00150544,76.65608,62630.57,438210.2,4703.226,1.09E+08,4.51500241,0.02328221,0.09679443,2.18E-14,8.96E-07,12.40516,0.09679443,333.7256,1.509554902,111.628727,111,111,5599,49,51,50.44144,0.9943677,50.15734,1.670893,1.005664,anomalous
0.005454304,1.168437,0.005417987,13.87729,1.168437,193.7471,0.07067125,0.08836015,3.345518,0.03976877,3.892988735,0.8262098,13.87729,0.8262098,193.7471,0.070671249,0.000849772,0.2078591,0.000140322,13.93165,0.2078591,195.9219,0.076234154,1.10E-06,0.000125848,15777.89,0.004033779,67.55302,618844.4,2103.148,15777.89,4.92E+07,4.339836615,0.07380868,0.3484896,8.29E-14,9.70E-06,16.36566,0.3484896,609.5814,1.280783423,110.01003,111,111,5662,50,52,51.00901,1.008999,51.46803,1.00516,0.9910811,normal
0.003773572,0.7905119,0.002534195,13.91454,0.7905119,194.8315,0.071748543,0.08332414,3.349198,0.04610354,3.863993036,0.5589764,13.9145,0.5589764,194.8316,0.071748536,0.005793766,1.489654,0.0065774,14.03382,1.489654,199.4784,0.076222454,7.60E-06,8.63E-05,12090.82,0.002608497,34.18638,274718.9,7715.86,12090.82,1.71E+07,4.181348567,0.05048143,0.2131468,1.53E-14,2.12E-06,17.41383,0.2131468,753.6342,1.099763316,104.0131,104,104,5299,50,52,50.95192,0.9998741,50.94551,1.999047,1.000126,normal
0.003984229,1.206189,0.002995131,14.96867,1.206189,235.2152,0.073259443,-0.2047012,3.815065,0.3132826,3.285616621,0.8529046,14.96867,0.8529046,235.2151,0.073259436,0.000593862,0.2346536,8.30E-05,17.4498,0.2346536,329.7673,0.076226398,8.60E-07,0.00022217,10932.39,0.006600343,171.4585,346759.7,1.58E+07,10932.4,4.19E+08,4.519242712,0.05487371,0.04249273,6.50E-16,8.96E-08,14.62428,0.04249273,547.1492,1.255828823,111.468867,113,113,5709,49,51,50.52213,1.013736,51.21609,1.433626,0.9864503,anomalous
0.00562225,1.236737,0.005777203,13.89142,1.236737,194.3474,0.072628045,0.09882729,3.370496,0.03169433,3.879132679,0.874505,13.89145,0.874505,194.3474,0.072628045,0.000736218,0.1840858,0.000105285,13.92963,0.1840858,195.8773,0.076130402,9.56E-07,0.000164355,14655.18,0.009083598,225.5534,653136.8,26071.53,14655.19,7.79E+08,4.448245132,0.0762144,0.2981161,6.12E-14,1.11E-05,15.80125,0.2981161,517.527,1.435798608,109.011859,110,110,5610,50,52,51,1.009065,51.46229,1.004991,0.9910169,normal
0.005473407,1.150712,0.005440832,13.85772,1.150712,193.1977,0.070608659,0.07970767,3.334772,0.04818509,3.879566714,0.8136761,13.85773,0.8136761,193.1976,0.070608649,0.000856226,0.2140561,0.000142481,13.93624,0.2140561,196.1188,0.076315954,1.11E-06,0.000177947,17347.44,0.01031861,24.84375,631194.4,7146.744,17347.44,4.73E+07,4.231813799,0.07396521,0.4059069,8.83E-14,9.79E-06,17.01389,0.4059069,703.3798,1.179768607,112.015886,112,112,5715,50,52,51.02679,0.9998582,51.01955,2.002433,1.000142,normal
0.002193492,0.4445342,0.000794652,13.87535,0.4445342,193.7315,0.072051503,0.08890579,3.337485,0.04098593,3.87458532,0.3143332,13.87539,0.3143332,193.7315,0.072051505,0.002009757,0.5027041,0.000786199,13.94791,0.5027041,196.4755,0.076313703,2.61E-06,0.000110044,7112.344,0.000874317,14.4533,92391.98,8008.836,7112.345,1.83E+08,4.162122413,0.02827533,0.06919765,4.99E-15,2.09E-07,17.23317,0.06919765,735.8061,1.076424577,112.007117,113,113,5766,50,52,51.02655,1.008864,51.47887,1.003989,0.9912136,normal
0.002108441,0.5952982,0.00075993,14.84911,0.5952982,232.5994,0.072559776,-0.09120043,4.033646,0.1965119,3.520437096,0.4209394,14.84909,0.4209394,232.5994,0.072559769,0.005642973,1.5231,0.006255293,14.0283,1.5231,198.9837,0.074927635,7.38E-06,6.82E-05,5533.241,0.000986238,88.03064,88349.09,8580.355,5533.241,8.00E+07,4.524022948,0.02764727,0.5064136,3.33E-14,8.46E-06,16.28071,0.5064136,814.0453,1.093269895,112.848943,113,113,5721,49,51,50.62832,1.001339,50.69609,2.69595,0.9986631,anomalous
0.002028846,0.4098867,0.000671962,13.88786,0.4098867,194.1119,0.072179738,0.08516425,3.389588,0.04372639,3.864280397,0.2898337,13.88785,0.2898337,194.1119,0.072179737,0.002016805,0.4941746,0.000790537,13.93513,0.4941746,196.0708,0.076407557,2.62E-06,0.000372511,5471.458,0.000500535,40.63813,78263.38,3284.966,5471.458,3.34E+09,4.396246476,0.02600095,0.04098073,6.56E-15,1.49E-07,16.26455,0.04098073,576.0945,1.318342657,124.672732,103,103,5246,50,52,50.93204,0.8261631,42.07817,1.99377,1.210415,normal
0.003504957,0.7310586,0.002161638,13.90482,0.7310586,194.5586,0.071844805,-0.1522159,2.793199,0.3048101,3.339106918,0.5169365,13.90483,0.5169365,194.5586,0.071844803,0.005597864,1.490559,0.006066469,13.90428,1.490559,195.1828,0.074991041,7.27E-06,0.000357197,9957.929,0.001286928,126.8785,231699.2,5207.649,9957.928,1.86E+07,4.32187643,0.04662572,0.1473712,1.29E-14,1.53E-06,15.85286,0.1473712,569.2498,1.239468368,103.011808,104,104,5298,50,52,50.94231,1.009593,51.431,1.007093,0.9904982,normal
0.002268919,0.4610546,0.000853357,13.86088,0.4610546,193.3531,0.072656389,0.09376313,3.353311,0.03576654,3.883829696,0.3260148,13.86088,0.3260148,193.3531,0.072656393,0.002573907,0.6277968,0.001284233,13.91252,0.6277968,195.4019,0.076343758,3.36E-06,0.000274671,8100.43,0.001696971,68.28136,99004.49,1341.189,8100.428,1.19E+07,4.04093206,0.02929988,0.08945505,1.30E-15,2.48E-07,19.54751,0.08945505,1094.016,0.960177902,112.015299,114,114,5783,17,52,50.72807,1.017718,51.62688,1.004342,0.9825904,normal
0.001907106,0.6750852,0.000900807,17.92716,0.6750852,331.8807,0.071056065,0.09146617,3.356824,0.03599196,3.904278358,0.4773573,17.92716,0.4773573,331.8807,0.071056083,0.000904397,0.45574,0.000272209,19.95967,0.45574,421.7653,0.054244468,1.53E-06,0.000136482,7961.317,0.002410943,2.402574,104569.6,2821.62,7961.314,4.75E+07,4.078852859,0.03007355,0.08701728,1.76E-14,2.91E-07,20.36583,0.08701728,1078.542,1.002120365,111.076937,114,114,5784,50,51,50.73684,1.026316,52.07202,3.055291,0.9743589,anomalous
